review,feature request,bug report,rating,user experience,ID
A decent free Subsonic app...but UltraSonic is still somewhat better For free  I cannot complain. I wanted an app to connect to my Ampache server via HTTPS and this worked. Bandwidth limitation to help save some data usage on mobile is a huge plus! It has a much better interface than then any other free Subsonic apps  and above and beyond any native Ampache apps (mostly all dead anyway). Still  it is not without its limitations. The audio focus is way off. Not only does it mute the music when navigation kicks in  but it mutes the navigation audio as well. Kind of useless at this point. Gapless playback is not available (the first attempt to play streaming ogg files will just stop and skip to the next song after 20 seconds; would have to skip back to play correctly...just got annoying after a while). It's a good app for those that don't really expect or need too much. But  it lacks quite a bit that Ultrasonic (also free...but dead project) does better (list by album title  gapless playback  correct audio focus  and being able to list my video catalog and play them). Since the Ultrasonic project looks like it's dead  I'm really hoping this one will catch up.,0,0,0,1,16461
Though infrequently updated - and going to check his website and toss him a few dollars if he accepts. For FREE(!) this app is beyond all expectations. I have over 1300 books in it. the ability to sync to good reads (at least receive from  believe send to is broken)  cross reference with library things  keep track of loans to people  and backup reminders (and the backups work!) are an amazing value. Let me explain the basic process. 1.) Download this app and good reads app 2.) link to goodreads and librarythings 3.) Open good reads and use their UPC scanner to scan in everything you own indiscriminately. Try to organize on teh good reads side if you feel inclined. 4.) Sync from good reads (one way  if send is still broken) - all books  their covers  synopsis  page count - all data is now in book catalogue. You can search by auther  borrowed  and more. Saves me from re-buying books - since 1300 is a little hard to keep track of. Furthermore  unlike the good reads app - this works offline. I can also give a copy to friends if they want to borrow they have a copy of my database. My favorite android app - yes  synergy between others  but the developer did it!,0,0,0,1,158607
Buffering issues are ruining my afternoon commute. I'm an NPR fan and in particular a Morning Edition and All Things Considered junkie. I can get my fix of Morning Edition with my local affiliate station but on the way home I depend on the NPR News app. However  the failure of the audio segments to properly buffer means that the first minute (or five) of each individual story is nothing but choppy bits of sound and long pauses. I wind up missing most of the context and spend the entire story trying to figure out what it is actually about. If the people behind the app are having trouble getting their buffering settings right then at least give us the option to download the audio files in their entirety. I've got more than enough storage (50GB). Add a setting that will either allow or disable audio downloads over cell networks (WiFi only) and you've got people's cellular data concerns covered too. Delete the files when the playlist is cleared and you're good to go. I'd be happy to spend a good minute or two before leaving work downloading all the files for ATC so I can have a more pleasant and informative drive home. Using Moto X Pure Edition w/ Android M,0,1,0,1,162011
Motorola Defy +  Android 2.3. Works as advertised. Sky view follows phone screen orientation accurately  both in azimut and in elevation. 4 stars only due to comparison with SkEye  as I haven't found how Sky Map can show basic details for the celestial body at the screen center and how Sky Map can show celestial position of the screen center (SkEye can show this information). Allows to search a specific celestial body (but you need to remember the name as you have to type it; I could not find a list of celestial bodies  list that is available with SkEye) and shows on the screen an arrow allowing to orientate the screen towards the searched body. It is not always clear if the GPS position has locked correctly: it is necessary to use an other application to check that the GPS position is being acquired properly (SkEye shows when starting the GPS status with number of visible and used satellites and informs when a GPS position has been acquired properly). Small foot print (less than 0.5MB) and can be moved to SDCard. No adds that I could see. So far good enough for me although I prefer SkEye for the reasons described previously. Thanks to the developer.,1,0,1,1,165924
You're fighting on 15 pressing quickly  die and press no to the ahnk. Move the 'no' away from creatures or set a delay please. I enjoy this game  I don't enjoy dying after ninety minutes in a good game. Ideas for additions: Add a 'throb entire screen red when hp is low (and maybe players can set the percent)'  space the buttons so the game can be played on devices with small screens without searching when trying to rest for one enemy's step  fix auto-pathing (it currently paths based on enemies that are not visible and steps back and forth when no path is available)  bugfix the autopathing arrow after a fight (frequently only advances one step or disappears without other actions)  fix the wand of reach (does not switch with enemies as the description states) and a few other things. Keep up the good work on adding things just don't forget the main priority is to have it function well. I am a person who likes to donate yet I do not appreciate improvements when known problems exist  it just compounds the issue and it is the reason software such as Windows exists with great feature bloat and so many bugs the average user is always upset about something.,1,1,0,1,42676
"Yes  it's a rather geeky app and you need to have a telnet client  such as the command line one Windows comes with that you can get in """"Turn Windows features on or off""""  or PuTTY. But once you connect to it  it's very straightforward to use. Just type into the terminal window and your keystrokes appear instantly on the Android device. If you can't figure out telnet  there's another remote keyboard app out there that uses a web interface  but you still need to enter some numbers in a browser to connect. (Or buy a bluetooth keyboard  it's simpler still.) I prefer this one because I like the simplicity of telnet and like the """"send to PC"""" button at the bottom right of the phone screen  to send whatever's in the text box to the PC. It's a great way to get URLs out to a PC (or send a bunch of text up to be processed with a regex and then pasted back to the phone) while you're using Remote Keyboard. Manual ROT-13 encryption is a strange feature to include  but alright I guess. I'd really prefer if there were an option to have real encryption  either with telnet over SSL (if the user can puzzle out how to create such a connection)  or even better  SSH.",1,0,0,1,110653
Onlune part time job *NARENDRA MODI NEW LUNCH PLAN OF DIGITAL INDIA* *  WEONE  APP दोस्तों मैं आपको बहुत बड़ी बात और इनकम करने के बारे में बता रहा हूँ जो की चम्पकेश का बाप आ गया है और जादा इनकम दे रहा है हर लेवल पे और वो भी डेली पैसा विडियो देखने के मिल रहा है जो लाइफटाइम तक वो भी फ्री में जीश्का नाम है weone app जो 15 सितम्बर 2016 से स्टार्ट हुआ है आप लोग क्यों पीछे हो अभी के अभी ज्वाइन करे और सबसे बड़ा लीडर तुरंत बने तुरंत अपनी बड़ा लीडर का जगह पाए और लाइफ टाइम इनकम करे Refer ID में * w4par * डाले नोट:- चम्पकेश आपसे कई तरह का चै,0,0,0,0,79805
Needs Work!! Since I use gVim every day at work and home  I was glad to see this for Android  so I installed it. Then my phone kept rebooting. I'm an IT Architect  so I knew what to do. It took me a while -- a couple of weeks  of uninstalling a couple of other apps along with this one (the apps I had installed just before the phone started rebooting)  then re-installing them (over days!) and then uninstalling  and so on. As I say  that took many days  since I would have to wait for a couple of days to see if the phone would reboot or not .I finally was able to conclusively prove that it was only after I installed Vim Touch that the phone kept rebooting. I have now had it uninstalled for a couple of weeks  I've reinstalled the other apps  and my phone is not rebooting. Since it does not run all the time in the background  all I can figure is that there is something that is going haywire during the install itself  causing problems later on. File corruption? Something not being registered right? I haven't done any Android development  just UNIX and Linux (since 1980!)  so I don't know what to tell you. Fix that issue and you've got 5 stars from me.,0,1,1,0,36566
"Very useful software Its a very useful software  but there is one little suggestion that I have that I think can improve it. If you can make this application detect whether the user is actively using the device or not  and if they are using it  then there isn't any point to send the notification. Because they are seeing the notification themselves on the device. For example if you can make an option in the configuration page of the application  something like: """"""""""""""""""""""""""""""""Send notifications only when the device is locked."""""""""""""""""""""""""""""""" and the application detects that the phone is locked (not in use physically) it should send the notification  otherwise not. That too could be an 'option' of course for those who'd like to opt for it. The reason I am saying this could be useful is because in my Ubuntu setup  I keep a record of all the notifications like android. So all of the notifications that I received when I was away are stacked. Now  when I am away from my computer  I am probably using my phone. So when i come back  at times i have up to 50 or 60 notifications which all of them I have read on the phone. Do you think this is possible?""""",1,0,0,1,29574
Why😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😥😣😥😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣 😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣 😣😣 😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣 😣😣😣😣😣😣😣😣😣😣😣😣😏😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣,0,0,0,0,227227
Website and App Syncing Needed! The app has evolved and delivers a much better experience than when I first downloaded it. I have been able to listen to NPR program without much hassle and only intermittently experience playback issues or glitches. I think that the app is becoming quite polished and I appreciate your dedication to updating the catalog of audio files by bringing more shows to the app. One improvement that I would like to see is an integration between the website and your apps. Sometimes I find myself browsing NPR and wishing I could continue a story on my mobile device at a later point if I am on the move. The addition of a saved articles or read-it-later type functionality would be awesome. Another key feature would be a unified playlist that syncs between app and our profiles on the website. I like to stream your app in my car and it would be nice to add stories I am interested in from my computer and play them on my mobile device when I get into my car. Currently  there does not appear to be any profile functionality on the mobile app. Keep up the great work. I really enjoy using this app as a source for news and culture.,1,1,0,1,162840
"Update: As this is one of my primary apps on Android  it's great to see that it has been open-sourced as promised. Also  the dates thing below has been worked out  and subtasks is behaving as desired and the UI is beautiful. And with the new """"""""""""""""""""""""""""""""flick"""""""""""""""""""""""""""""""" motions  I can finally say that my Android tasks PIM is better than the one I had on Palm. Nice job  guys! ======================================================================================== Update: It seems tasks are laid out according to GMT  rather than local time  on the """"""""""""""""""""""""""""""""Due"""""""""""""""""""""""""""""""" tab (Today  Tomorrow  Next Days  Someday). Due dates display correctly in editing and on the server. This makes it a bit difficult to see what you've entered for Tomorrow  as it appears as Today  etc. There's also some inconsistency when dealing with subtasks. It seems there may be two or more standards for specifying them: one way wherein the subtask is entered as a new line in the Description field  and another using a more formal specification. Otherwise a nice little app. Looking forward to paying a few bucks for it once the kinks are worked out.""""",0,0,0,1,96230
Ok google officially you are crap. Out of the 30% now rate this as one star. Is that a clue to sort this stupid piece of code out. It is not an app as it bears the user no benefit. I have bought an app. It now tells me it wont run unless I update this.. you are holding me to ransome. Why should a purchase need me to use your code??. Your car is needs petrol but still works when you use texaco or bp. It does not stop on the freeway because you use a different petrol provider. SORT IT. Every time there is an update more of MY data not YOURS gets sucked down. Now you want sms messages access to protected areas take our contacts. If the police wanted this data they need a warrant  no google wants this and its rediculous permissions to be accepted. Shame on you google. Bugger me wants to control nfc..... This is supposed to be a piece of software that enables third party apps not a stealth data stealing weasel. Apps that used to work require an update to this ----- why---- because Google insists  not necause the app needs it. It is so you have to have this malware on board.... Come on let it do what it is supposed to do  be an enabler.,1,1,1,0,232358
First and maybe only review. I had a botched update to my phone (sony....worst computer software ever.) Anyway the net result is that I couldn't access the settings on my android phone  I couldn't access the homescreen or the app drawer or basically anything  by some miracle I could just about get to the custom lockscreen I had  and by receiving a text in this crippled state I was able to get to the messages app  which still had all my messages  so I knew the data was there. I tried various programs to get the SMS off the phone onto my computer but none of them worked as it relied on going to the settings which was inaccessible for me :/ By some crazy bodging I managed to get to the wifi setting and turn on my wifi  and also managed to get to the app store to subsequently open this app  finally I connected it to my gmail account and pressed backup....and it did! 2-3 hours after the botched update I'm now sitting looking at my phone slowly tick off all the sms and seeing them appear in my gmail  this beautiful app saved my arse and earned my loyalty  when I have a spare few quid  this dev is getting a donation! Major Kudos o7,1,0,0,0,21492
10000 - 50000 प्रति महीने कमायें 100%फ्री और सही। YouTube or gogal pr champcash लिख कर चैक कर सकते हैं। 1.आप अपने फोन के play store जाके Champ cash लिखो और इस app को install कर लो 2-अब इस app पर जाकर अपनी detail भरो sing up with Champ cash करो 3- अब आप से अपनी sponsor id पूछेगा वहाँ 2443548 भर दो।अब आपकी id बन जायेगी। 4-आपकी id बनते ही वहाँ पर 6 7 apps दिखेगी उन सभी को install करके 2 मिनट तक open करना है। एक एक करके और इसमें दिए गए निर्देश का पालन करें। ऐसा करते ही आपको 65 रुपये मिलेंगे। तथा आपकी id activate हो जायेगी आपको ट्रैनिंग आपके whatsapp पर दिया जायेगा,0,0,0,0,176292
im not sure there is any real point unless theres a device too stupid to know when a new file was added and automatically count it in the list (sounds like some devices werent thought up carefully but whatever). as for my device anytime a new file is added its automatically counted  which is odd for a piece of garbage device like mine. the external storage is auto-scanned anyway upon mounting so this app seems pointless to me  but it is fun to goof off with so ill give that much. in any case my only problem is that despite specifying the directory (external) it still scans the internal. but it also scans the external as well. now if we can get it to only scan the specified and not the other as well (if the file path is /sdcard0 it should only scan sdcard0  if its sdcard1 to only scan sdcard1 - not both). also we should also be allowed to not put /storage/ or /mnt/ before .... if i want to only put /sdcard0/ it should scan even though /storage/ wasnt added. the reason is because it should already know the /storage/ (or /mnt/) part so we shouldnt have to specify that in the directory. just where its going from there.,1,1,0,1,32100
Very nice app. Could you come up with the on off switch designed by checkbox? By that it wouldn't go off automatically  and stay on until the checkbox is unchecked. You can make it better by showing pending access  access log and data usage. For pending access another third option is needed between access and no access  ask for access type. Challenge is not to increase the size  shall see forward to your updates. Grey shirts would have been perfect if only checkbox was used instead of push button. OK  rating is updated :-) you already have a on off switch  slider type. I'm asking to replace it with checkbox  that little box with a right sign when checked  that takes even less space than slider. And keep in mind other possible improvements. No it's that orange slider switch at the front screen which makes the firewall itself on and off. What else your app does other than blocking the connection? Ya  checkboxes cannot be unchecked automatically without human input. That's way I'm asking to use checkbox instead of slider or push button. Everything else can make it better is already said. Shall check out your updates.,1,0,1,0,96592
"I love this app and  for the most part  can't imagine another that would enable users simpler access to the key features this app offers. Any attempt to make it more sophisticated would DISTRACT (from the main goals for using such a program) and would DETRACT (from its powerful and yet wonderfully simple-to-use functions). Worth mentioning  however  is that  after the program having worked perfectly on my former Galaxy S5 with Lollipop (Android 5)  I switched to an Alcatel Icon 4 with Marshmallow (Android 6) and found that  every time I tried to start using the app  I would respond """"""""""""""""""""""""""""""""Yes"""""""""""""""""""""""""""""""" to the initial dialogue pop-up asking if I wanted to Download a bible version  yet the program kept then showing an error msg like """"""""""""""""""""""""""""""""...cannot connect to the Internet."""""""""""""""""""""""""""""""" After going through all my phone settings and the second uninstall and reinstall  the app finally showed the library of downloadable content. This was a great relief since I have come to depend on this app at least weekly to study scriptures in two languages displayed in the app's split-screen mode. ~C""""",1,1,1,1,282797
"I am completely lost as to why this app gets so many good reviews  because for me  it is AWFUL - at least as far as custom decks are concerned. It is far too over-complicated. Bear witness. Even trying to explain why it is so terrible will be confusing  and then bear in mind  working with the app is even worse. For example  it totally tries to own when and what I can study. It disappears my cards if it thinks I have studied them enough  forcing me to go and figure out how to put them back into the study session based on how many days to advance my """"""""""""""""""""""""""""""""review"""""""""""""""""""""""""""""""" session. If I want to set up a custom study session to force it to allow me to study what I want  when I want  again it disappears the original deck - where I can no longer """"""""""""""""""""""""""""""""browse"""""""""""""""""""""""""""""""" my list of cards  which btw  I have to do whenever I want to see a custom field because the app does not make it easy to add the field to the study deck. If none of this makes sense  then you are in the same boat I am in – only hopefully you haven’t put time and effort into creating a custom deck with this (cr)app.""""",1,0,0,1,97896
GRATE Start 1st off I waited a few weeks to test it out before doing this write up I found a few problems in the core of the setup of it  when a user dos not send his key ID with the encrypted file it will not do a search for a good key (GPG and PGP do) I do not send Key ID with messages for safety reason and not all pgp messages I send are in stranded E-mail when the key ID is not there it thinks it is a PW protected and dos not check for the keys. (That should be fixed ASAP) I also would like to see a way to do more advanced configurations like you can with most desk top client. Both those things are big deals with me. For that it is only a 3 star. Removed one star for each problem I had. Do not let that make you think this is not a good thing to use though. I still do. I need to know one thing not tested as of now but when certifying keys can you pick the certification of the key? and add notes to the cert? (Both of those things I would like to see too if it is not there) I do use a key policy URL so I would like to use it on the phone app too if possible. Thanks for bringing GPG/pgp to our phones.,1,1,1,1,15848
"The quality of voice call is great! Even i can say  better than WhatsApp!! Add Video calling... & If possible  status message! And  an option to temporary deactivating the account!! Video compression doesn't work  it's increase the file size! I don't want to lose everything in my account while deactivating... Or add some options in the deactivating page! Like """"keep chats  keep «chat with yourself» section  keep channel's""""... Could you add an option to send messages at the specific time?! Something like timer on posts that sends automatically in a certain time... It can be revolutionary! 😄 why you don't add Persian language?! Need help? I'll help you!!!! Just add it ASAP please... &... When I playing a music from a channel  there's no way to tap on music and get to the channel! or when i click on the photo from """"Shared Media"""" there's no option to get to that message on the channel... When i tap on a profile in the contacts list after pressing the back button it show the first contact! unlike the chat screen that stay on the last message that you read... Fix it pls  thanks & keep it up...",1,0,0,1,155801
This is an OK app but it does have two issues. The first one is... it does Not offer automatic rotational viewing. So in other words  on my Samsung phones the content is displayed in portrait mode when my phone is charging in landscape mode. From what I can gather Dashclock uses the display mode that your phone is last on when it activates. So if your Homescreen is able to rotate like on a tablet  then no problem. However  if you're using a phone and your homescreen locks at only portrait mode then when Dashclock starts while you're charging... everything will be displayed sideways. The only way around that would be to open up any app that rotates  like Gmail for instance...then Dashclock will be displayed properly if your phone is in landscape mode. I did that until I found a rotational app that rotates my homescreen only when it's plugged in. The second issue/bug I found is a biggie. When Dashclock is running  it disables the swipe down to show notifications. When I first discovered this bug I thought it was my phone... but the problem only occurs when Dashclock is activated during charge....,0,1,1,1,8255
I have been using Book Catalogue for a long time and I am very impressed. I have tried several Apps for cataloging my books and this App is the only one that has everything I need and much much more. It makes it very easy to keep track of the dates I begin and finish a book  I love the cover photos and also being able to sync with Goodreads. I really like that I am able to search for books with the Author Name and the Name of the book  or a few other options for adding books. There are many options to customize fields so you can see all information desired about a Book  Author  ISBN  Series  Publisher  Reading Dates  Ratings  Notes and more. I also love that I am able to look up a book by the ASIN. I am almost always able to find each book I search for. Keeping track of my Library has never been easier. There is the Name of the Book  It has the Author Name  ISBN  Page count  type of Book(paperback  Hardcover  Audiobook  etc...)Bookshelves  Notes  Reading Dates  Location of the Book  the Description and more. I am very happy to have found such a useful App  I use this App Several times a Day.,0,0,1,1,158579
I used the app to search for names in a directory with 20 text files (from 247KB up to 3927KB). The search uses regular expressions and ignores case. This app can really search for what I need to look for in the document. On my mobile phone (2 Cores 1.2GHz)  the search process takes about 30 seconds  maybe up to 40 seconds to check the result for all the files. The same search process takes about 15 to 20 seconds On a tablet pc (4 Cores 1.3GHz). My default document viewer is having trouble opening these moderately big sized txt files but with aGrep  opening and viewing the text within the search results is amazingly fast. It is also easy to cancel the searching so you can quickly change the search parameters if you made a mistake on your input. (Doing all this search process on a mainstream desktop PC will display the results instantaneously) I don't know if it is about my Phone's processing power that the search result takes some time. From the apps that I have tried out so far  this is the only one that can do the task. Now  I'm just checking if there are other apps that can do it faster.,0,0,1,1,2456
"I have never reviewed an app before today but due to the massive inconvenience this app has caused me I felt it was only fair to warn other's about this update. Within minutes of the last update  the message """"unfortunately google play services has stopped working"""" has been popping up on my phone every 30 seconds or less and none of my google apps work. I've tried EVERYTHING to fix this  every single method I've found online  I spent an hour and a half on the phone yesterday with my phone carrier's tech support while they tried sending a few updates and fixes remotely to my phone  but nothing worked. I was told my last option was a factory reset and if that didn't work then there's nothing more they can do but send me a new phone...IN 7 to 10 DAYS. As for the reset  it didn't work because the message """"google playstore stopped working"""" kept popping up and stopping the process! I've contacted google numerous times thru email (cause there's no other way I can find) but have never received a response. Now it looks like sending in my phone and waiting 7-10 days is my only choice...SO BEWARE!",0,0,0,1,221998
"Long live android  chrome  and google! As I type this from my no longer in style tablet.. I dread even thinking about tablets becoming an endangered species.. as I own 7 android tablets from real  to acer  Lenovo  and samysung.. phones are more practical.. though in stand alone fashion they just don't evoke spacial geometry that a good 8 to 11 inch slate does.. anyway please don't allow the phones brethren the tablet die out.. because then Google play services will miss it dearly... lol as it loves to hug and smother the last megabyte of room from its hardcore 2 gb cpu memory... lol.. all dorky jokes aside I admire Google engineering and am behind them 100% .....because of the cpu lag I experience....okay no more lame humor.. I think loyal Google fans should make an appreciation email card for google.. as the world would be a bit dry without android  chrome  pixle and all other great future os being darted into the bison tenial Andromeda chromeiandroidia quantified of &lt;!--php--&gt; unispectral subatomic universe! """"Google is the best!"""" Ps. About the tablet fettish.. ?? I was bored???",1,0,0,1,244586
Incredible app .. allows me to run all my essential linux console programs on my tablet or phone  with or without external bluetooth keyboard. Eg: Emacs/tramp editing over VPN; full access/editing of my encrypted org-mode files (synced with dropbox/dropsync); monitoring phone's resources with htop. And  if I'm at someone else's computer and need access to my stuff  I can just ssh into my phone and enjoy the convenience of big screen/keyboard/mouse with my portable server! :-) Yeah  it's slower than a desktop  but surprisingly usable. Before this  I had thought seriously about loading ubuntu onto my tablet to get this type of portable linux environment  but honestly  termux gives me pretty much everything I need (console-based for now)  plus android .. best of both worlds! Just when I'm already blown away  I find other really stuff in the well-written docs: multiple-sessions  keyboard enhancements (such as: press volume down to simulator ctrl)  termux-api (send/read SMS  text-to-speech etc.) ... just incredible. Great community and support too. Keep up the awesome work Fredrik  thank you.,0,0,0,1,66833
5 Stars It's better than a 4 so I give it a 5. I just discovered Lucid and gave it a Test Drive on both my phone and a large tablet like HP Slate. I have tested a bunch of different browsers and this is the first one that works out really great on both devices. Some of the web pages load up a little nicer in desktop mode on my HP than it does using my other go to browser(Dolphin). I can get the fonts big enough using Lucid so a legally blind person could read. User interface  customization  ease of use  etc. is all quite to my liking so far. I will probably be a buyer for the ad free version of this browser. I just did an additional comparison to the Dolphin browser I was using for a few weeks... I played back video on Universal Sports.... Lucid browser played the video smooth and flawless while the Dolphin browser was playing back slowly  stalled and crashed once. My impressions are that this is the better browser. Facebook is a little buggy with the Lucid browser- having trouble clicking to chat and new comments in the top menu bar... that would be the only fault I have found so far.,1,1,1,1,119785
Great but has a playback bug that really annoys me I love the features on this player  but there is one bug that annoys the heck out of me. Many times  when I skip to the next track on the playlist  there is no music playing even though the progress bar and time is moving along. The only way to get it playing is to press the pause button and then press play again. This happens in offline mode as well as online mode. It didn't always do this before  so I don't know what happened. I've used this player for well over a year  but this problem just started like a month or two ago. *update*: I did try reinstalling Dsub  but after reinstalling  i found that it remembered all of my settings. I found that the playback problem seems to be related to my bluetooth speaker (UE Boom). When i use dsub w/o the bluetooth speaker  everything seems to behaves normally. Very strange problem. Possibly the player stops sending signals to the speaker in between song skips and it has trouble reinitiating when the next song starts? I can hear slight clicky sounds on the bluetooth speaker when skipping tracks.,1,1,1,1,173432
